"","Attendance","Stadium_Capacity","StadiumUtilization","HomeFouls","HomeTackles","HomeInterceptions","HomeYellow","HomeRed","AwayFouls","AwayTackles","AwayInterceptions","AwayYellow","AwayRed","GoalsScored","HomePassAccuracy","HomeShotAccuracy","AwayPassAccuracy","AwayShotAccuracy","HomeResult","dummyBundesliga","dummyEPL","dummyLaLiga","dummyLigue1","dummySerieA"
"1",75000,75000,1,9.94117647058824,14.7647058823529,20.0588235294118,0.764705882352941,0,10.9411764705882,19.1764705882353,24.8235294117647,1.23529411764706,0.0588235294117647,3.76470588235294,0.877508158659662,0.401992108646476,0.728956996566482,0.396323696942892,0.764705882352941,1,0,0,0,0
"2",28427.5882352941,30210,0.940999279552933,13.2941176470588,19.1176470588235,20,1.23529411764706,0.176470588235294,13,23.0588235294118,25.1176470588235,1.41176470588235,0,3.23529411764706,0.76918513003868,0.418966822297272,0.703542701764802,0.421025629503138,0.294117647058824,1,0,0,0,0
"3",49147.0588235294,51500,0.954311821816105,15.9411764705882,16.1176470588235,23.5882352941176,2.76470588235294,0.235294117647059,13.3529411764706,18.2941176470588,18.9411764705882,2.05882352941176,0.0588235294117647,2.47058823529412,0.747878042037131,0.30968707378742,0.727490920478336,0.3603705118411,0.411764705882353,1,0,0,0,0
"4",50267,74649,0.673349708006017,13.2941176470588,18.0588235294118,18.8235294117647,1.82352941176471,0.117647058823529,15.9411764705882,17.5882352941176,20.6470588235294,2.58823529411765,0.176470588235294,2.76470588235294,0.767769298650335,0.367144456850339,0.782124200232436,0.295928989311342,0.705882352941177,1,0,0,0,0
"5",29095.7058823529,34000,0.855756055363322,13.8235294117647,17.6470588235294,23.1764705882353,2.23529411764706,0.117647058823529,15.1176470588235,23.1176470588235,20.4117647058824,2.35294117647059,0.0588235294117647,3.29411764705882,0.693792298541405,0.369460506712374,0.733169862436641,0.437064569417511,0.411764705882353,1,0,0,0,0
"6",28155.2941176471,30150,0.933840600916984,14.0588235294118,16.5294117647059,19.0588235294118,1.64705882352941,0,16.7058823529412,21.2352941176471,23.3529411764706,2.23529411764706,0.0588235294117647,2.88235294117647,0.817599847881403,0.362504634159932,0.760427198532217,0.361078126902935,0.647058823529412,1,0,0,0,0
"7",41454.1176470588,42558,0.974061695734264,14.4705882352941,22.5294117647059,23.2352941176471,1.52941176470588,0.0588235294117647,13.8823529411765,20.5294117647059,25.7647058823529,3.05882352941176,0.235294117647059,3,0.761466509750851,0.394880283115577,0.678243278042146,0.294455054749172,0.705882352941177,1,0,0,0,0
"8",49570.5882352941,49698,0.993861748490293,13.5882352941176,19.0588235294118,21.5882352941176,1.76470588235294,0.0588235294117647,15,14.3529411764706,18.5294117647059,2,0.0588235294117647,2.70588235294118,0.739483592925689,0.343549995755878,0.792561931831324,0.313590657708305,0.529411764705882,1,0,0,0,0
"9",23958.8235294118,24000,0.99828431372549,11.7647058823529,17,15.5882352941176,1.64705882352941,0.0588235294117647,13.9411764705882,19.7647058823529,17.9411764705882,1.88235294117647,0,2.76470588235294,0.717476168230398,0.356326679856092,0.768956070300099,0.331541329959789,0.588235294117647,1,0,0,0,0
"10",79653.2352941177,81365,0.97896190369468,11.1764705882353,16.4705882352941,16.7647058823529,1.58823529411765,0.0588235294117647,17.5882352941176,18.7058823529412,23.4705882352941,2.82352941176471,0.0588235294117647,3.11764705882353,0.817802377015171,0.393592525588941,0.700435118789976,0.307410236822002,0.764705882352941,1,0,0,0,0
"11",51494.1176470588,54057,0.952589260355899,11.2352941176471,20.7058823529412,17.8823529411765,1.35294117647059,0,14.9411764705882,18.5294117647059,23.4705882352941,2.41176470588235,0.176470588235294,2.58823529411765,0.810827554372238,0.368106764236795,0.761987797349559,0.333055833055833,0.411764705882353,1,0,0,0,0
"12",60703.1176470588,62271,0.974821628800868,14.7647058823529,16.5882352941176,21.4705882352941,1.58823529411765,0.0588235294117647,13.7647058823529,21.4705882352941,18.7058823529412,1.64705882352941,0,2.58823529411765,0.776458422922297,0.286671297752613,0.752252889581683,0.276510091215974,0.470588235294118,1,0,0,0,0
"13",52341.0588235294,57000,0.918264189886481,15.2352941176471,22.2941176470588,21,2.17647058823529,0.117647058823529,14.8235294117647,23.4705882352941,21.6470588235294,2.52941176470588,0.0588235294117647,2.70588235294118,0.660992395036849,0.354519807374479,0.700549972644084,0.33728708815214,0.470588235294118,1,0,0,0,0
"14",27586,30000,0.919533333333333,14.8235294117647,17.1764705882353,21.2941176470588,1.88235294117647,0.117647058823529,14.8823529411765,17.4117647058824,19.5882352941176,1.88235294117647,0.0588235294117647,2.35294117647059,0.778596024175316,0.355455443620168,0.749219057800651,0.397392284762527,0.294117647058824,1,0,0,0,0
