Match_ID,League,Season,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Venue Key,VAR Key,Stadium_Capacity,VAR,HomeGoal,AwayGoal,HomeResult,StadiumUtilization,UtilizationBuckets,HomePossession,HomePassesCompleted,HomePassesAttempts,HomeShotsonTarget,HomeShots,HomeFouls,HomeTackles,HomeInterceptions,HomeYellow,HomeRed,AwayPossession,AwayPassesCompleted,AwayPassesAttempts,AwayShotsonTarget,AwayShots,AwayFouls,AwayTackles,AwayInterceptions,AwayYellow,AwayRed
8235,SerieA,18-19,25,Sun,2019-02-24,15:00 (09:00),Sassuolo,1-1,SPAL,11554.0,Stadio Citta del Tricolore,Fabio Maresca,https://fbref.com/en/matches/53e17183/Sassuolo-SPAL-February-24-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Sassuolo Stadio Citta del Tricolore,SerieA 18-19,23717,1,1,1,Tie,0.4871611080659442,25%-49%,52%,438,525,1,6,19,16,8,4,1,48%,388,482,1,6,20,19,8,1,0
8236,SerieA,18-19,25,Sun,2019-02-24,15:00 (09:00),Bologna,0-1,Juventus,28934.0,Stadio Renato Dall'Ara,Giampaolo Calvarese,https://fbref.com/en/matches/889a0a3d/Bologna-Juventus-February-24-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Bologna Stadio Renato Dall'Ara,SerieA 18-19,36462,1,0,1,Loss,0.793538478415885,75%-99%,50%,376,483,2,16,14,24,11,2,0,50%,373,479,4,6,17,20,8,2,0
8237,SerieA,18-19,25,Sun,2019-02-24,15:00 (09:00),Chievo,0-0,Genoa,10500.0,Stadio Marc'Antonio Bentegodi,Manuel Volpi,https://fbref.com/en/matches/9214a455/Chievo-Genoa-February-24-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Chievo Stadio Marc'Antonio Bentegodi,SerieA 18-19,38402,1,0,0,Tie,0.2734232592052497,25%-49%,52%,310,443,5,11,23,17,13,1,0,48%,273,416,1,9,23,25,3,2,0
8238,SerieA,18-19,25,Sun,2019-02-24,18:00 (12:00),Parma,0-4,Napoli,18478.0,Stadio Ennio Tardini,Daniele Chiffi,https://fbref.com/en/matches/41d1feee/Parma-Napoli-February-24-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Parma Stadio Ennio Tardini,SerieA 18-19,27906,1,0,4,Loss,0.6621515086361356,50%-74%,33%,265,353,2,11,14,15,12,2,0,67%,621,720,5,17,7,20,11,1,0
8239,SerieA,18-19,25,Sun,2019-02-24,20:30 (14:30),Fiorentina,3-3,Inter,32824.0,Stadio Artemio Franchi,Rosario Abisso,https://fbref.com/en/matches/6e205e48/Fiorentina-Internazionale-February-24-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Fiorentina Stadio Artemio Franchi,SerieA 18-19,45000,1,3,3,Tie,0.7294222222222222,50%-74%,48%,287,398,1,13,13,11,13,3,0,52%,326,437,3,7,17,18,8,4,0
8240,SerieA,18-19,26,Fri,2019-03-01,20:30 (14:30),Cagliari,2-1,Inter,16223.0,Sardegna Arena,Luca Banti,https://fbref.com/en/matches/5124ba06/Cagliari-Internazionale-March-1-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Cagliari Sardegna Arena,SerieA 18-19,16416,1,2,1,Win,0.9882431773879142,75%-99%,40%,278,382,4,12,14,20,13,5,0,60%,470,566,5,21,11,13,11,3,0
8241,SerieA,18-19,26,Sat,2019-03-02,15:00 (09:00),Empoli,3-3,Parma,8404.0,Stadio Carlo Castellani,Marco Di Bello,https://fbref.com/en/matches/94f40f4f/Empoli-Parma-March-2-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Empoli Stadio Carlo Castellani,SerieA 18-19,16800,1,3,3,Tie,0.5002380952380953,50%-74%,62%,476,567,7,18,10,14,5,1,0,38%,276,354,7,8,16,18,11,3,0
8242,SerieA,18-19,26,Sat,2019-03-02,18:00 (12:00),Milan,1-0,Sassuolo,61462.0,Stadio Giuseppe Meazza,Paolo Valeri,https://fbref.com/en/matches/809426d0/Milan-Sassuolo-March-2-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Milan Stadio Giuseppe Meazza,SerieA 18-19,75923,1,1,0,Win,0.8095307087443857,75%-99%,45%,390,454,3,11,21,14,9,3,0,55%,473,549,4,14,9,13,8,1,0
8243,SerieA,18-19,26,Sat,2019-03-02,20:30 (14:30),Lazio,3-0,Roma,53112.0,Stadio Olimpico,Paolo Mazzoleni,https://fbref.com/en/matches/3fd391fe/Lazio-Roma-March-2-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Lazio Stadio Olimpico,SerieA 18-19,70634,1,3,0,Win,0.751932497097715,75%-99%,45%,264,377,3,12,15,22,10,4,0,55%,353,452,3,15,17,19,10,4,1
8244,SerieA,18-19,26,Sun,2019-03-03,12:30 (06:30),Torino,3-0,Chievo,25269.0,Stadio Olimpico di Torino,Federico La Penna,https://fbref.com/en/matches/3cf1aeeb/Torino-Chievo-March-3-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Torino Stadio Olimpico di Torino,SerieA 18-19,27958,1,3,0,Win,0.9038200157378924,75%-99%,59%,420,530,6,13,16,14,4,1,0,41%,257,368,4,10,29,28,1,4,0
8245,SerieA,18-19,26,Sun,2019-03-03,15:00 (09:00),Genoa,0-0,Frosinone,19920.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani,https://fbref.com/en/matches/0fe45804/Genoa-Frosinone-March-3-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Genoa Stadio Comunale Luigi Ferraris,SerieA 18-19,36600,1,0,0,Tie,0.5442622950819672,50%-74%,65%,478,587,4,20,16,25,12,2,0,35%,216,318,0,6,17,17,6,3,1
8246,SerieA,18-19,26,Sun,2019-03-03,15:00 (09:00),SPAL,1-2,Sampdoria,12731.0,Stadio Paolo Mazza,Fabrizio Pasqua,https://fbref.com/en/matches/7a591f9a/SPAL-Sampdoria-March-3-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,SPAL Stadio Paolo Mazza,SerieA 18-19,13020,1,1,2,Loss,0.9778033794162826,75%-99%,53%,390,489,2,14,14,9,10,2,1,47%,338,430,8,14,14,19,5,3,0
8247,SerieA,18-19,26,Sun,2019-03-03,15:00 (09:00),Udinese,2-1,Bologna,18349.0,Dacia Arena,Davide Massa,https://fbref.com/en/matches/8be4be91/Udinese-Bologna-March-3-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Udinese Dacia Arena,SerieA 18-19,25144,1,2,1,Win,0.7297566019726376,50%-74%,34%,169,250,4,12,22,24,8,3,0,66%,381,490,3,13,20,21,4,3,0
8248,SerieA,18-19,26,Sun,2019-03-03,18:00 (12:00),Atalanta,3-1,Fiorentina,18796.0,Stadio Atleti Azzurri d'Italia,Marco Guida,https://fbref.com/en/matches/db6162b0/Atalanta-Fiorentina-March-3-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Atalanta Stadio Atleti Azzurri d'Italia,SerieA 18-19,25000,1,3,1,Win,0.75184,75%-99%,59%,378,480,9,19,10,26,12,4,0,41%,219,327,3,10,18,24,10,1,0
